source_id,chunk_id,title,freshness_status,fact_types,text,metadata
source:local_docx:a238607e99b38079,kc_chunk:79001b803875dd799055,Привязка АМО к Талланто,unknown,documents;payment_methods;manager_instruction,"Привязка карточки АМО к Талланто Если встретите такой кейс:- карточка клиента есть в АМО (у ее какой-то ID…). - карточка клиента есть в Талланто (у ее какой-то ID…)- мы понимаем, что ID карточки в АМО и Талланто не совпадает (возможная причина - задвоение данных в одной из систем и некорректное объединение)- вам нужно чтобы данные соответствовали в обоих системах и корректно подтягивались в обе стороны Путь исправления проблемы: Заходим в ученики - находим нужного - действия - связать с карточкой в АМО CRM - копируем адрес адресной строки из АМО - вставляем - подтверждаем изменение!Новая синхронизация между АМО и Талланто произойдет автоматически","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 88}"
source:local_docx:a238607e99b38079,kc_chunk:94574bdbfd02dbc96953,Запись в группу/занятие через АМО,unknown,schedule;manager_instruction,Запись в группу/занятие через АМО,"{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 97}"
source:local_docx:a238607e99b38079,kc_chunk:7fb179a1774171bb05fe,Важно понимать,unknown,manager_instruction;restriction,"Запись происходит через виджет в АМО, а не напрямую в Талланто. В Талланто созданы специальные группы с единым принципом названия:«Новые ученики АМО ... форма обучения ... филиал ... год» Это связка между КЦ и филиалом. Филиал сам распределит записанных по группам. Обязательно фиксируем в истории общения, куда записали клиента.","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 100}"
source:local_docx:a238607e99b38079,kc_chunk:d65a48b372ba15f704cb,Пошаговая инструкция,unknown,schedule;payment_methods;manager_instruction;program,"Зайти в карточку сделки → в правом верхнем углу нажать виджет «Талланто» Выбрать контакт (подтягивается автоматически) → «Далее» Откроется вкладка «Новая запись» с фильтрами: филиалы, предметы, преподаватели, группы, дата Из всех фильтров нужен только «Группы».Начать вводить «Новые ученики АМО...» → выбрать нужную группу Нажать «Поиск занятий» → система найдёт занятие (оно одно в каждой группе) → кликнуть на занятие → «Записать» Откроется поле «Комментарий к записи» (можно оставить пометку для филиала) → «Далее» → «Записать» Готово. Ученик записан в занятие.Это видно и в Талланто, и в карточке АМО (в виджете). В случае ошибки записи, или отказа клиента от обучения в период набора, запись в…","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 105}"
source:local_docx:a238607e99b38079,kc_chunk:fe6c4a0a55a806bcc192,Объединение контактов в АМО,unknown,documents;payment_methods;manager_instruction;restriction,"Объединение контактов в АМО Когда производим объединение - при обнаружении дублирующихся контактов (одинаковый телефон / почта) Зачем это делать? - Чтобы не хранить несколько карточек одного человека, не терять историю коммуникаций, избегать путаницы Важно учитывать - в выдаче могут попасться родственники (братья/сёстры) с похожими данными — поэтому объединяем только нужные контакты Пошаговая инструкция: Списки → Все контакты компании → фильтр по телефону/почте → Enter Выбрать галочками нужные контакты (осторожно: братья/сёстры!) Действие → Объединить Проверить галочки в итоговой карточке (что сохранится) Объединить карточки → Продолжить работу Проверка: открыть контакт в Талланто → сравнит…","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 125}"
source:local_docx:a238607e99b38079,kc_chunk:4f173b7ad25d495f5d45,История общения vs лента сделки,unknown,schedule;documents;manager_instruction;restriction,"История общения vs лента сделки У нас есть два разных раздела, и важно понимать их назначение: История общения (отдельный раздел в контакте) — сюда вносим только ключевую информацию, которая нужна филиалу для работы: • какой продукт интересует • уровень группы • желаемое время занятий • другие важные вводные по клиенту Этот раздел синхронизируется с Талланто, поэтому данные видит и колл-центр, и филиалы. Лента сделки — здесь можно оставлять любые рабочие комментарии, ставить напоминания, фиксировать промежуточные договорённости. Это наша операционная «кухня», которая не уходит в Талланто. Почему важно понимать разницу: Филиал должен видеть по клиенту только суть, без необходимости читать вс…","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 144}"
source:local_docx:a238607e99b38079,kc_chunk:2f340d4d4f66db209cb0,Фильтрация истории общения,unknown,manager_instruction,Фильтрация истории общения Как проверить заполнение истории общения?,"{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 163}"
source:local_docx:a238607e99b38079,kc_chunk:baf2af08112c0d88586d,Настройка таблицы,unknown,manager_instruction,АМО → Сделки → Сделки В2С Переключиться с «Канбан» на «Список» Нажать три точки «...» рядом с фильтром → «Настройки таблицы» Добавить поле «История общения (контакт)» через перетаскивание поля → готово,"{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 167}"
source:local_docx:a238607e99b38079,kc_chunk:99f61813e8ed650e2722,Фильтрация по своим сделкам,unknown,manager_instruction,Поиск и фильтр → выставить: Фильтр | Значение | Созданы | период с…. по … | Менеджер | свое имя | Этапы воронки | Все (активные + закрытые) Настройка таблицы (скрины) 1 | 2 | 3 | 4 Настройка фильтров Отображение данных после фильтрации,"{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 172}"
source:local_docx:a238607e99b38079,kc_chunk:6333ed41738574ec8624,Желающие/перспектива,unknown,schedule;documents;manager_instruction;restriction;program,"“Желающие” - что делаем с перспективой на следующий год? Было: Ранее желающих добавляли в отдельные группы в Талланто (ЛШ, Москва, МФТИ, онлайн) для удобства обзвона перед набором. Но не делали сделки на «лохматые» времена.Стало: При переходе на работу в АМО логика меняется. При ведении сделки по воронкам, мы выясняем интерес клиента и понимаем, что он может стать нашим потенциальным клиентом только через некоторое время (например летом). В таком случае у нас должна быть создана сделка в воронке “В2С”, ее нужно перевести в этап “Перспектива”, добавить “Примечание” о сути договоренностей и выставить “Задачу” на контакт с клиентом. Важно! Записывать в группу/на занятие на этом этапе не нужно.…","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 190}"
source:local_docx:a238607e99b38079,kc_chunk:1ce7caeeace1770d6c41,Манго Оглавление,unknown,manager_instruction,АМО Оглавление Как запустить карусель,"{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 194}"
source:local_docx:a238607e99b38079,kc_chunk:cfdafc8dfe68b4a1e214,Карусель,unknown,manager_instruction,Карусель (как запустить) Вход в ЛК: https://lk.mango-office.ru Путь к активации: Управление дозвоном (левая боковая панель) - карусель номеров - выбрать нужную карусель (их может быть несколько у компании) - сотрудники - добавить - сохранить - карусель ВКЛЮЧЕНА Отключение карусели: Повторяем путь как для активации (см. описание выше) - сотрудники - поставить галочку на ФИО - удалить выбранное удалить - карусель ОТКЛЮЧЕНА Визуальные подсказки “Путь к активации” Визуальные подсказки “Отключение карусели”,"{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 197}"
source:local_docx:a238607e99b38079,kc_chunk:e0cf031a9ae7e82a0cf5,Скрипты,unknown,manager_instruction,Скрипты Обзвоны - скрипты от Бурнашова Д.:,"{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 214}"
source:local_docx:a238607e99b38079,kc_chunk:784710f5e061218a995e,Скрипт звонка для обратной связи (середина учебного года),unknown,program,Курсы - Москва Субсидии Онлайн (2025) Очные курсы - инструкция по записи Онлайн курсы - инструкция по записи Летние школы Курсы - Онлайн Запись на следующий год - очные курсы Вступ. тесты - инструкция КЦ Сбор ОС Фотон онл - весна,"{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 217}"
source:local_docx:a238607e99b38079,kc_chunk:fe48ffd9314a9d8686c7,"Цель 1: Поделиться результатами обучения на данный момент, проинформировать о результатах контрольного среза, собрать обратную связь и усилить вовлеченность.",unknown,price;documents;payment_methods;manager_instruction;restriction,"Цель 2: Предложить переход на следующий год по лучшим условиям (раннее бронирование). Перед звонком проверяем: наличие отзыва в таблице (добавляем туда данные из МТС-линка при необходимости). оплату в Талланто Во время разговора: обязательно хотя бы раз хвалим ребенка дослушиваем до конца все, что говорит родитель и задаем доп вопросы, если они уместны, записываем все в таблицу Важно на весну 2026 Разделение ФОТОН и УНПК Если в названии группы ученика стоит (УНПК), то звоним от УНПК Остальным звоним от ФОТОН Цены на 26-27: при записи до 1 мая и оплате до 15 мая. Всех на ФОТОН пишем сразу с указанием удобного дня для занятий, Цены на ФОТОН на обучение на 26-27 в документе Цены на УНПК на обу…","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 229}"
source:local_docx:a238607e99b38079,kc_chunk:f72d52dc5bf3a53fdb81,Часть 1: Информация об успехах и прогрессе,unknown,schedule;program,"«Хочу немного рассказать о прогрессе [Имя ученика]». Общий прогресс по курсу: Берем информацию из последнего столбца “Сообщение” по каждой группе – там кратко описаны результаты. Если все нули, то просим пройти контрольные срезы в первую очередь Напоминание о платформе: «Напоминаю, что всю подробную информацию по курсу – расписание, домашние задания, оценки, записи уроков – вы всегда можете посмотреть в личном кабинете на нашей платформе. Уведомления о новых заданиях и вебинарах приходят на почту, указанную при регистрации.»","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 254}"
source:local_docx:a238607e99b38079,kc_chunk:74ec9475cdfa4781293e,Часть 2: Сбор обратной связи,unknown,manager_instruction;restriction;program,"«А теперь я бы хотела/хотел услышать ваше мнение и мнение самого [Имя].» Обязательно задаем все три вопроса по очереди и записываем ответы. «Подскажите, а как сам/сама [Имя] отзывается о курсах? Что ему/ей особенно нравится, а что, возможно, не очень?» «А нравится ли [Имя] наш преподаватель, стиль его преподавания?» «Скажите, а что, по-вашему, могло бы сделать обучение у нас еще лучше и комфортнее для [Имя]?» (Отвечаем на вопросы родителей по ходу, записываем Обратную связь в поле “ОС родителей” в АМО).","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 260}"
source:local_docx:a238607e99b38079,kc_chunk:6f0cd1823bf0b46b469a,Часть 3: Запись на следующий год,unknown,price;documents;payment_methods;program,"Спасибо за обратную связь, нам она очень важна.Подскажите, вы планируете продолжить обучение в следующем году? Если ответ: даМы сейчас открыли раннее бронирование на следующий учебный год 2026–2027. Для действующих учеников Фотона — лучшие условия:📌 Фиксируем цену уже сейчас (при записи до 1 мая и оплате до 15 мая) 📌 Вы сами выбираете удобный день — суббота или воскресенье Цена для предварительной записи: 47250 за год или 29750 за семестр для 5-11 классов.По итогам финального тестирования в этом году мы также сформируем рекомендации по дальнейшему обучению и уровню группы. Какой день вам удобнее? Какие предметы в приоритете?Фиксируем все интересы и договоренности с клиентом в истории общени…","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 267}"
source:local_docx:a238607e99b38079,kc_chunk:d9efa4b75e81adc84627,Завершение разговора,unknown,payment_methods,"«[Имя Отчество], спасибо большое за такую подробную обратную связь и ваше время! Это очень ценно для нас.» Проверяем оплату: Если есть долг – мягко напоминаем) Отвечаем на финальные вопросы: «Остались ли у вас ко мне какие-то вопросы?» Прощаемся: «Еще раз спасибо! Хорошего вам дня! Передавайте привет [Имя]!»","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 275}"
source:local_docx:a238607e99b38079,kc_chunk:3ab28bf9f9b9258c7e0e,Перевод с УНПК на Фотон,unknown,restriction;program,"Скрипт перевода с УНПК на ФОТОН (пример по ЛВШ) Обязательно в начале разговора узнаем класс и пол ребенка (к примеру девочка 7 класс), отвечаем, что, к сожалению, на данный момент есть только место, к примеру, для мальчика 9 класса.Но можем переключить вас на других организаторов ЛВШ, возможно у них есть места в подходящие для вас даты.Ответы на часто задаваемые вопросы:Кто они такие (что за компания?)- компания ФОТОН, раньше с ними сотрудничали, они нам помогали организовывать выездные школы.Как вы связаны?- На данный момент никак, раньше сотрудничали, сейчас нет.Почему вы переводите на них?- Мы раньше с ними сотрудничали по выездным школам, поэтому понимаем, что у них процесс организован…","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 281}"
source:local_docx:a238607e99b38079,kc_chunk:33400f0a59a9afee7ac4,Квитанции,unknown,documents,"Шаблоны квитанций Название организации | Ссылка на шаблон квитанции | АНО ДПО «УНПК МФТИ» | Квитанция АНО ДПО УНПК МФТИ.pdf | НОУ УНПК МФТИ | Квитанция НОУ УНПК МФТИ.pdf | ООО ""ЦДПО ""Фотон"" | До 18 лет:QR + Квитанция ФОТОН без НДС.pdfПосле 18 лет:Квитанция ФОТОН с НДС 5% .pdf | ООО ""ЦРДО ""Фотон"" | Квитанция ЦРДО ФОТОН.pdf","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 290}"
source:local_docx:a238607e99b38079,kc_chunk:83216d0efa5ae6b2a18b,Талланто оглавление,unknown,schedule;manager_instruction,Талланто Оглавление Как создать занятие в группе,"{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 295}"
source:local_docx:a238607e99b38079,kc_chunk:0fe1433741e321319311,Создать занятие в группе,unknown,schedule,"Как создать занятие в группе Действия по шагам: Заходим в группу, от которой нужно создать занятие Находим вкладку ""занятия"" и нажимаем на “+” Далее заполняем поля, выделенные на скрине 2 Переходим в раздел ""дополнительно"" и выбираем филиал (если в группе есть филиал, то он подтянется автоматически. если нет, то нужно проставить) Скрин 1: Скрин 2:","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 300}"
source:local_docx:a238607e99b38079,kc_chunk:1096721d0414951b2537,Продукты Оглавление,unknown,program,Письма оглавление Интенсив 2026 Летняя школа 2026,"{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 314}"
source:local_docx:a238607e99b38079,kc_chunk:cfebf900653af32773d7,Главное правило (обязательно к прочтению),unknown,restriction;program,"Мы продаём не «ещё один курс», а структурированную финальную подготовку перед экзаменами: 7–8 недель система вместо хаоса практика, проверка, сопровождение снятие тревожности перед экзаменом Два бренда работают раздельно: ФОТОН → ОГЭ (8–9 класс) УНПК МФТИ → ЕГЭ (10–11 класс)","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 321}"
source:local_docx:a238607e99b38079,kc_chunk:dc9feda73cb80225c512,Ключевые факты (для быстрого ответа),unknown,price;schedule;payment_methods;discount;program,"Параметр | Значение | Бренд | ЦДПО Фотон | Классы | 9 класс (подходит сильным 8 классам) | Предметы | математика, физика | Длительность | 7 недель | Дата старта | 13 апреля | Формат | онлайн, 2 занятия в неделю после 18:00 | Группы | 10–15 человек | Условия по оплате | Цены указаны с учетом скидки до 7 апреля 1 предмет - 16 900 (скидка 15%)2 предмета - 27 720 (скидка 30%)1 блок - 9 900 (всего 2 блока) | Цены указаны с учетом скидки после 7 апреля1 предмет - 19 900 (скидка 15%)2 предмета - 32 900 (скидка 30%)1 блок - 11 490 (всего 2 блока)","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 334}"
source:local_docx:a238607e99b38079,kc_chunk:e4f4174a3735cc6e2ded,2.2. Что входит в курс:,unknown,program,"14 живых вебинаров (упор на практику формата ОГЭ) проверка заданий куратором + обратная связь домашние задания и конспекты каждую неделю 3 пробника за курс (входной, промежуточный, итоговый) закрытый чат с преподавателем психологическая поддержка, ведение до экзамена доступ к записям и материалам до конца июня","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 336}"
