dialog_id,target_message_id,current_client_message,baseline_topic_id,enriched_topic_id,baseline_route,enriched_route,baseline_empty_clarification,enriched_empty_clarification,baseline_substantive_score,enriched_substantive_score,draft_became_more_substantive,empty_clarification_reduced,used_kb_context,invalid_topic_id,unsupported_numeric_promises,brand_separation_violation,high_risk_route_relaxed,baseline_manager_only_relaxed,baseline_manager_only_preserved,baseline_draft_text,enriched_draft_text
foton_smoke_11,foton_smoke_11:client,"Хочу вернуть деньги за курс — ребёнок занимается уже два месяца, но прогресса нет.",theme:009_refund,theme:009_refund,manager_only,manager_only,True,False,7,21,True,True,True,False,False,False,False,False,False,"Спасибо за сообщение. Передам вопрос менеджеру, он вернется с проверенным ответом.","Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
foton_smoke_12,foton_smoke_12:client,"Преподаватель плохо ведёт занятия, мой ребёнок ничего не понимает. Это безобразие!",theme:019b_negative_feedback,service:S2_unclear,manager_only,manager_only,True,False,7,21,True,True,True,False,False,False,False,False,True,"Спасибо за сообщение. Передам вопрос менеджеру, он вернется с проверенным ответом.","Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
foton_smoke_13,foton_smoke_13:client,Если результата не будет — буду обращаться в Роспотребнадзор и подавать в суд!,theme:029_legal_question,service:S2_unclear,manager_only,manager_only,True,False,7,21,True,True,True,False,False,False,False,False,False,"Спасибо за сообщение. Передам вопрос менеджеру, он вернется с проверенным ответом.","Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
foton_smoke_14,foton_smoke_14:client,"Гарантируете, что ребёнок сдаст ЕГЭ на 90+? Иначе зачем платить?",theme:019b_negative_feedback,service:S2_unclear,draft_for_manager,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
foton_smoke_15,foton_smoke_15:client,"А вы и УНПК МФТИ — это одна организация? Подруга говорит, что курсы у вас одинаковые.",theme:016_program_content,theme:016_program,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
foton_smoke_16,foton_smoke_16:client,"У УНПК многодетным дают 20%, а у вас сколько?",service:S2_unclear,service:S2_unclear,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
foton_smoke_17,foton_smoke_17:client,В УНПК есть олимпиадная подготовка Физтех. У вас тоже она есть и за сколько?,theme:001_pricing,service:S2_unclear,draft_for_manager,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
foton_smoke_18,foton_smoke_18:client,"Друзья учатся в Фотоне и говорят, что у них есть рассрочка через банк. А вы такой же Фотон?",theme:006_installment,service:S2_unclear,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
foton_smoke_19,foton_smoke_19:client,Сколько занятий в курсе и какая цена одного занятия?,theme:016_program_content,theme:001_pricing,draft_for_manager,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
foton_smoke_20,foton_smoke_20:client,Возьмите нас на модульный М11 по физике — соседка в прошлом году ходила.,theme:016_program_content,service:S2_unclear,draft_for_manager,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
foton_smoke_21,foton_smoke_21:client,Кто будет преподавать у моего ребёнка по математике в 7 классе?,theme:017_teachers,service:S2_unclear,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
foton_smoke_22,foton_smoke_22:client,"В прошлом году вы говорили, что курс стоит 47 250. Это всё ещё актуально на 2026/2027?",theme:016_program_content,theme:016_program,draft_for_manager,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
foton_smoke_23,foton_smoke_23:client,"Здравствуйте. А что у вас вообще есть? Какие курсы, площадки, форматы?",theme:015_location_address,theme:016_program,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
foton_smoke_24,foton_smoke_24:client,"Можно ли сначала прийти на пробное занятие, чтобы понять, подойдёт ли?",theme:023_trial_class,service:S2_unclear,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
foton_smoke_25,foton_smoke_25:client,"Как с вами связаться, если что? Какие у вас контакты?",theme:014_contacts,service:S2_unclear,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
