dialog_id,target_message_id,current_client_message,baseline_topic_id,enriched_topic_id,baseline_route,enriched_route,baseline_empty_clarification,enriched_empty_clarification,baseline_substantive_score,enriched_substantive_score,draft_became_more_substantive,empty_clarification_reduced,used_kb_context,invalid_topic_id,unsupported_numeric_promises,brand_separation_violation,high_risk_route_relaxed,baseline_manager_only_relaxed,baseline_manager_only_preserved,baseline_draft_text,enriched_draft_text
foton_smoke_16,foton_smoke_16:client,"У УНПК многодетным дают 20%, а у вас сколько?",service:S2_unclear,theme:005_discounts,bot_answer_self,draft_for_manager,True,False,3,18,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! По условиям других учебных центров не сориентирую. По Фотону уточню актуальные условия скидки для многодетных семей именно для вашего курса и подскажу, можно ли ее применить."
foton_smoke_17,foton_smoke_17:client,В УНПК есть олимпиадная подготовка Физтех. У вас тоже она есть и за сколько?,theme:001_pricing,theme:001_pricing,draft_for_manager,draft_for_manager,True,False,3,24,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Это отдельные организации, по вашему вопросу сориентирую в рамках Фотона. Подскажите, пожалуйста, класс ученика и по какому предмету интересует олимпиадная подготовка? Я уточню актуальные варианты программ и стоимость и вернусь с точной информацией."
foton_smoke_18,foton_smoke_18:client,"Друзья учатся в Фотоне и говорят, что у них есть рассрочка через банк. А вы такой же Фотон?",theme:006_installment,theme:006_installment,bot_answer_self,draft_for_manager,True,False,3,26,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Да, вы написали в учебный центр Фотон. По рассрочке сориентируем: у нас бывают варианты оплаты по частям, но актуальные условия зависят от курса и даты оформления. Подскажите, пожалуйста, какая программа вас интересует — менеджер проверит свежие условия и подскажет подходящий вариант."
foton_smoke_19,foton_smoke_19:client,Сколько занятий в курсе и какая цена одного занятия?,theme:016_program_content,theme:001_pricing,draft_for_manager,draft_for_manager,True,False,3,20,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Подскажите, пожалуйста, какой курс Фотона вы рассматриваете? Количество занятий и стоимость одного занятия зависят от программы и формата, поэтому сначала уточню курс и проверю актуальные условия."
foton_smoke_20,foton_smoke_20:client,Возьмите нас на модульный М11 по физике — соседка в прошлом году ходила.,theme:016_program_content,theme:020_enrollment,draft_for_manager,draft_for_manager,True,False,3,20,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! По модульному М11 по физике сориентируем в рамках Фотона. Подскажите, пожалуйста, класс ученика и занимались ли раньше по этой программе? После этого проверим актуальные условия и наличие подходящего варианта."
foton_smoke_21,foton_smoke_21:client,Кто будет преподавать у моего ребёнка по математике в 7 классе?,theme:017_teachers,theme:017_teacher_method,bot_answer_self,draft_for_manager,True,False,3,13,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Подскажите, пожалуйста, ваш формат обучения или группу, если она уже известна. Я уточню актуального преподавателя по математике для 7 класса и сориентирую вас."
foton_smoke_22,foton_smoke_22:client,"В прошлом году вы говорили, что курс стоит 47 250. Это всё ещё актуально на 2026/2027?",theme:016_program_content,theme:001_pricing,draft_for_manager,draft_for_manager,True,False,3,16,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Спасибо, что уточнили. Стоимость на 2026/2027 учебный год нужно проверить по актуальным условиям Фотона. Я уточню информацию и сориентирую вас по действующей цене."
foton_smoke_23,foton_smoke_23:client,"Здравствуйте. А что у вас вообще есть? Какие курсы, площадки, форматы?",theme:015_location_address,service:S5_general_consultation,bot_answer_self,manager_only,True,False,3,30,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! У нас есть разные программы по обучению, форматы и площадки. Чтобы сориентировать вас точнее, подскажите, пожалуйста, для кого ищете курс: возраст или класс ученика, интересующее направление и удобный формат — очно или онлайн? После этого менеджер подберет подходящие варианты и расскажет по площадкам."
foton_smoke_24,foton_smoke_24:client,"Можно ли сначала прийти на пробное занятие, чтобы понять, подойдёт ли?",theme:023_trial_class,theme:023_trial_class,bot_answer_self,draft_for_manager,True,False,3,27,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Да, можно начать с пробного занятия, чтобы понять, подойдёт ли ребёнку формат и преподаватель. Подскажите, пожалуйста, какой предмет и класс интересуют, а также удобнее онлайн или очно? Менеджер подберёт подходящий вариант и сориентирует по ближайшим возможным датам."
foton_smoke_25,foton_smoke_25:client,"Как с вами связаться, если что? Какие у вас контакты?",theme:014_contacts,service:S2_unclear,bot_answer_self,manager_only,True,False,3,11,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! С нами можно связаться здесь в Telegram, а также по телефону 8 (495) 500-25-88 или 8 (800) 550-25-88, в WhatsApp: +7 925 500 25 88, по почте edu@cdpofoton.ru. Сайт: cdpofoton.ru."
