dialog_id,target_message_id,current_client_message,baseline_topic_id,enriched_topic_id,baseline_route,enriched_route,baseline_empty_clarification,enriched_empty_clarification,baseline_substantive_score,enriched_substantive_score,draft_became_more_substantive,empty_clarification_reduced,used_kb_context,invalid_topic_id,unsupported_numeric_promises,brand_separation_violation,high_risk_route_relaxed,baseline_manager_only_relaxed,baseline_manager_only_preserved,baseline_draft_text,enriched_draft_text
unpk_smoke_12,unpk_smoke_12:client,"Никто не подходит к телефону, на сообщения отвечают через сутки. Где менеджер?",theme:014_contacts,theme:019b_negative_feedback,manager_only,manager_only,True,False,7,22,True,True,True,False,False,False,False,False,False,"Спасибо за сообщение. Передам вопрос менеджеру, он вернется с проверенным ответом.","Здравствуйте! Понимаю, что ожидание ответа и невозможность дозвониться — это неприятно. Сейчас передам ваш запрос ответственному менеджеру УНПК и уточню, кто сможет оперативно подключиться. Подскажите, пожалуйста, как удобнее связаться с вами: звонком или сообщением?"
unpk_smoke_13,unpk_smoke_13:client,"Если не вернёте деньги, оставлю отзыв на всех агрегаторах и пойду в прокуратуру.",theme:029_legal_question,theme:009_refund,manager_only,manager_only,True,False,7,31,True,True,True,False,False,False,False,False,False,"Спасибо за сообщение. Передам вопрос менеджеру, он вернется с проверенным ответом.","Здравствуйте. Понимаю, что ситуация неприятная. Зафиксируем обращение по возврату и передадим ответственному менеджеру на проверку договора, оплаты и статуса обучения. После проверки данных вернёмся с ответом по возможным вариантам. Если удобно, пришлите, пожалуйста, ФИО ученика и номер договора или телефон, на который оформлено обучение."
unpk_smoke_14,unpk_smoke_14:client,"Гарантируете, что после интенсива ребёнок попадёт на Физтех?",theme:019b_negative_feedback,theme:016_program,draft_for_manager,manager_only,True,False,3,44,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Гарантировать поступление на Физтех после интенсива мы не можем: результат зависит от текущего уровня подготовки ребёнка, регулярности занятий, самостоятельной работы и требований приёмной кампании. Интенсив помогает системно разобрать ключевые темы, закрыть пробелы и лучше подготовиться к экзаменам или отбору. Напишите, пожалуйста, класс ребёнка и текущий уровень подготовки — сориентируем, какая программа подойдёт и какой план подготовки будет реалистичным."
unpk_smoke_15,unpk_smoke_15:client,"Подруга в Фотоне говорит, у вас одни и те же преподаватели и курсы. Это правда?",theme:017_teachers,theme:017_teacher_method,bot_answer_self,draft_for_manager,True,False,3,24,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Это отдельные организации, по вашему вопросу сориентируем в рамках текущего учебного центра. Преподавательский состав и программа зависят от конкретного курса и группы. Напишите, пожалуйста, какой курс или класс вас интересует, и мы уточним актуальную информацию."
unpk_smoke_16,unpk_smoke_16:client,А вот в Фотоне рассрочка через Т-Банк за 5 минут оформляется. У вас тоже?,theme:006_installment,theme:006_installment,draft_for_manager,draft_for_manager,True,False,3,23,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! По рассрочке сориентирую в рамках текущего учебного центра: условия и способ оформления нужно проверить по выбранному курсу. Напишите, пожалуйста, какой курс рассматриваете и ФИО ребёнка, менеджер уточнит актуальные варианты оплаты."
unpk_smoke_17,unpk_smoke_17:client,В Фотоне за второй предмет онлайн 30% скидка. У вас тоже 30%?,theme:005_discounts,theme:005_discounts,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Это отдельные организации, по вашему вопросу сориентирую в рамках текущего учебного центра. Актуальные условия по скидке на второй предмет в УНПК нужно уточнить, чтобы не дать вам неверную информацию."
unpk_smoke_18,unpk_smoke_18:client,"Можно ли у вас оплатить материнским капиталом? В одном Физтех-центре сказали, что только у них так.",theme:007_matkap_payment,theme:007_matkap_payment,bot_answer_self,draft_for_manager,True,False,3,27,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! По оплате материнским капиталом сориентируем в рамках УНПК. Условия и комплект документов нужно проверить по актуальным правилам, поэтому я уточню информацию у ответственного специалиста и вернусь с подтвержденным ответом. По другим учебным центрам не консультируем: это отдельные организации."
unpk_smoke_19,unpk_smoke_19:client,Сколько занятий в учебном году и сколько стоит одно занятие?,theme:001_pricing,theme:001_pricing,draft_for_manager,draft_for_manager,True,False,3,22,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Подскажите, пожалуйста, о какой программе или классе идёт речь? Количество занятий за учебный год и стоимость одного занятия зависят от программы и группы. Я проверю актуальные условия по УНПК и сориентирую вас точно."
unpk_smoke_20,unpk_smoke_20:client,"Хочу записать ребёнка на онлайн-курс по физике, 10 класс.",theme:016_program_content,theme:020_enrollment,draft_for_manager,draft_for_manager,True,False,3,24,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Да, сориентируем по онлайн-курсу физики для 10 класса в УНПК. Подскажите, пожалуйста, ФИО ребёнка и цель обучения: школьная программа, углублённая физика, подготовка к олимпиадам или экзаменам? После этого проверим подходящие группы и варианты расписания."
unpk_smoke_21,unpk_smoke_21:client,Записывайте на ЗВШ Менделеево в январе. Какие даты в этом году?,theme:021_camps,theme:026_camp_general,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Уточню актуальные даты ЗВШ в Менделеево и возможность записи. Правильно понимаю, что вас интересует январская смена ближайшего набора? Напишите, пожалуйста, класс ученика, чтобы мы проверили подходящую группу."
unpk_smoke_22,unpk_smoke_22:client,Кто из преподавателей сильнее всех в олимпиадной физике? Хочу к лучшему.,theme:017_teachers,theme:017_teacher_method,bot_answer_self,draft_for_manager,True,False,3,34,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Понимаю, хочется попасть к сильному преподавателю по олимпиадной физике. В УНПК МФТИ лучше подбирать преподавателя и группу под уровень ученика и цель: класс, опыт олимпиад и желаемые этапы. Напишите, пожалуйста, класс ученика, какие олимпиады уже писали и к чему хотите готовиться — после этого сориентируем по подходящему варианту."
unpk_smoke_23,unpk_smoke_23:client,"Что у вас есть в принципе? Какие направления, где проходят занятия?",theme:015_location_address,theme:016_program,bot_answer_self,draft_for_manager,True,False,3,30,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! В УНПК есть разные учебные направления и форматы занятий. Чтобы точно сориентировать вас по подходящим вариантам и месту проведения, уточните, пожалуйста, возраст или класс ученика и какое направление интересует в первую очередь. После этого подберем актуальные программы и площадки."
unpk_smoke_24,unpk_smoke_24:client,Есть пробное занятие? Не хочу платить сразу.,theme:023_trial_class,theme:023_trial_class,bot_answer_self,draft_for_manager,True,False,3,27,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Да, можем сориентировать по пробному занятию в УНПК. Чтобы подобрать подходящий вариант, напишите, пожалуйста, класс ученика, предмет и удобный формат: очно или онлайн. Оплату курса сразу вносить не нужно до уточнения подходящей группы и условий."
unpk_smoke_25,unpk_smoke_25:client,Как с вами связаться напрямую? Дайте контакты.,theme:014_contacts,service:S2_unclear,bot_answer_self,manager_only,True,False,3,14,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Связаться с УНПК МФТИ можно напрямую: телефон 8 (800) 500-81-51 или +7 (495) 150-81-51, сайт kmipt.ru, Telegram: @unpk mipt. График работы: ежедневно с 10:00 до 18:00."
