dialog_id,target_message_id,current_client_message,baseline_topic_id,enriched_topic_id,baseline_route,enriched_route,baseline_empty_clarification,enriched_empty_clarification,baseline_substantive_score,enriched_substantive_score,draft_became_more_substantive,empty_clarification_reduced,used_kb_context,invalid_topic_id,unsupported_numeric_promises,brand_separation_violation,high_risk_route_relaxed,baseline_manager_only_relaxed,baseline_manager_only_preserved,baseline_draft_text,enriched_draft_text
unpk_smoke_11,unpk_smoke_11:client,"Прошу вернуть деньги. Курс не подошёл, ребёнок отказывается ходить.",theme:009_refund,theme:009_refund,manager_only,manager_only,True,False,7,21,True,True,True,False,False,False,False,False,False,"Спасибо за сообщение. Передам вопрос менеджеру, он вернется с проверенным ответом.","Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
unpk_smoke_12,unpk_smoke_12:client,"Никто не подходит к телефону, на сообщения отвечают через сутки. Где менеджер?",theme:014_contacts,service:S2_unclear,manager_only,manager_only,True,False,7,21,True,True,True,False,False,False,False,False,True,"Спасибо за сообщение. Передам вопрос менеджеру, он вернется с проверенным ответом.","Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
unpk_smoke_13,unpk_smoke_13:client,"Если не вернёте деньги, оставлю отзыв на всех агрегаторах и пойду в прокуратуру.",theme:029_legal_question,service:S2_unclear,manager_only,manager_only,True,False,7,21,True,True,True,False,False,False,False,False,False,"Спасибо за сообщение. Передам вопрос менеджеру, он вернется с проверенным ответом.","Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
unpk_smoke_14,unpk_smoke_14:client,"Гарантируете, что после интенсива ребёнок попадёт на Физтех?",theme:019b_negative_feedback,service:S2_unclear,draft_for_manager,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
unpk_smoke_15,unpk_smoke_15:client,"Подруга в Фотоне говорит, у вас одни и те же преподаватели и курсы. Это правда?",theme:017_teachers,theme:016_program,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
unpk_smoke_16,unpk_smoke_16:client,А вот в Фотоне рассрочка через Т-Банк за 5 минут оформляется. У вас тоже?,theme:006_installment,service:S2_unclear,draft_for_manager,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
unpk_smoke_17,unpk_smoke_17:client,В Фотоне за второй предмет онлайн 30% скидка. У вас тоже 30%?,theme:005_discounts,service:S2_unclear,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
unpk_smoke_18,unpk_smoke_18:client,"Можно ли у вас оплатить материнским капиталом? В одном Физтех-центре сказали, что только у них так.",theme:007_matkap_payment,theme:001_pricing,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
unpk_smoke_19,unpk_smoke_19:client,Сколько занятий в учебном году и сколько стоит одно занятие?,theme:001_pricing,service:S2_unclear,draft_for_manager,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
unpk_smoke_20,unpk_smoke_20:client,"Хочу записать ребёнка на онлайн-курс по физике, 10 класс.",theme:016_program_content,theme:016_program,draft_for_manager,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
unpk_smoke_21,unpk_smoke_21:client,Записывайте на ЗВШ Менделеево в январе. Какие даты в этом году?,theme:021_camps,service:S2_unclear,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
unpk_smoke_22,unpk_smoke_22:client,Кто из преподавателей сильнее всех в олимпиадной физике? Хочу к лучшему.,theme:017_teachers,service:S2_unclear,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
unpk_smoke_23,unpk_smoke_23:client,"Что у вас есть в принципе? Какие направления, где проходят занятия?",theme:015_location_address,service:S2_unclear,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
unpk_smoke_24,unpk_smoke_24:client,Есть пробное занятие? Не хочу платить сразу.,theme:023_trial_class,service:S2_unclear,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
unpk_smoke_25,unpk_smoke_25:client,Как с вами связаться напрямую? Дайте контакты.,theme:014_contacts,service:S2_unclear,bot_answer_self,draft_for_manager,True,False,3,21,True,True,True,False,False,False,False,False,False,Здравствуйте! Уточним актуальные условия и вернемся с ответом.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
